RIN,Primary Key,Date  Occurred,Time  Occurred,Location,Area  Command,Nature of Contact,Reason Desc,R2R Level,Master Subject ID,Subject  Sex,Subject  Race,Subject  Ethnicity,Subject Conduct Desc,Subject Resistance,Weapon Used 1,Weapon Used 2,Weapon Used 3,Weapon Used 4,Weapon Used 5,Number  Shots,Effect on Officer,Officer  Organization Desc,Officer  Commission Date,Officer Yrs of Service,X-Coordinate,Y-Coordinate,Council District,CENSUS_TRACT,ZIP,COUNTY,county description
198062,2018271509,1/27/2018 0:00,2145,700 NECHES ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,458754422: 2018271509,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG 1 NIGHTS,3/22/2013 0:00,5,3115843,10070697,9,-,78701,1,TRAVIS COUNTY
198138,2018271509,1/27/2018 0:00,2146,700 NECHES ST,GE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,458754422: 2018271509,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,3/21/2014 0:00,4,3115843,10070697,9,-,78701,1,TRAVIS COUNTY
198055,2018261153,1/26/2018 0:00,,12433 DESSAU RD,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO DEFEND ANOTHER,3,459632695: 2018261153,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,EDWARD 600 EVENINGS REG II PATROL,12/13/2013 0:00,4,3143646,10115713,1,-,78754,1,TRAVIS COUNTY
198057,2018261153,1/26/2018 0:00,,12433 DESSAU RD,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO DEFEND ANOTHER,3,459632695: 2018261153,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,MINOR INJURY; COMPLAINT OF INJURY/PAIN,EDWARD 600 EVENINGS REG II PATROL,7/8/2016 0:00,2,3143646,10115713,1,-,78754,1,TRAVIS COUNTY
198855,2018260217,1/26/2018 0:00,,4507 AVENUE G,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO DEFEND REPORTING OFFICER,1,459654692: 2018260217,M,W,,NO CONTRIBUTING CHARACTERISTICS,DEADLY RESISTANCE,FIREARM - HANDGUN-ENTER # SHOTS,,,,,10,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,12/13/2013 0:00,4,3119306,10085431,9,3.05,78751,1,TRAVIS COUNTY
198053,2018261398,1/26/2018 0:00,,900 N IH 35 SVRD SB,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,165094983: 2018261398,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,STREET NARCOTICS TEAM 2 OCD,3/21/2014 0:00,4,3117057,10071179,9,-,78701,1,TRAVIS COUNTY
198054,2018261398,1/26/2018 0:00,,900 N IH 35 SVRD SB,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,165094983: 2018261398,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,STREET NARCOTICS TEAM 2 OCD,3/23/2012 0:00,6,3117057,10071179,9,-,78701,1,TRAVIS COUNTY
198080,2018261379,1/26/2018 0:00,,2200 GUADALUPE ST,BA,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],OTHER (DOCUMENT IN SUPPLEMENT),3,459516179: 2018261379,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,IMPACT WEAPON - BATON,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 600 EVE REG I PATROL,10/28/2016 0:00,1,3114371,10077024,9,-,78705,1,TRAVIS COUNTY
198081,2018261379,1/26/2018 0:00,1826,2200 GUADALUPE ST,BA,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],OTHER (DOCUMENT IN SUPPLEMENT),3,459516179: 2018261379,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,BAKER 600 EVE REG I PATROL,10/28/2016 0:00,1,3114371,10077024,9,-,78705,1,TRAVIS COUNTY
198045,2018260164,1/26/2018 0:00,406,2800 BARTONS BLUFF LN,DA,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,16386097: 2018260164,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,12/13/2013 0:00,4,3097259,10065961,8,19.11,78746,1,TRAVIS COUNTY
198044,2018260164,1/26/2018 0:00,245,2800 BARTONS BLUFF LN,DA,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,16386097: 2018260164,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,12/22/2017 0:00,0,3097259,10065961,8,19.11,78746,1,TRAVIS COUNTY
198075,2018261541,1/26/2018 0:00,2055,4800 E RIVERSIDE DR,HE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,191829393: 2018261541,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,6/23/2017 0:00,1,3122490,10057789,3,-,78741,1,TRAVIS COUNTY
198043,2018260164,1/26/2018 0:00,237,2800 BARTONS BLUFF LN,DA,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,16386097: 2018260164,M,W,N,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 500 REG IV PATROL,10/28/2016 0:00,1,3097259,10065961,8,19.11,78746,1,TRAVIS COUNTY
198074,2018261541,1/26/2018 0:00,2054,4800 E RIVERSIDE DR,HE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,191829393: 2018261541,M,W,H,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,12/12/2014 0:00,3,3122490,10057789,3,-,78741,1,TRAVIS COUNTY
198042,2018260164,1/26/2018 0:00,428,2800 BARTONS BLUFF LN,DA,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,16386097: 2018260164,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,12/13/2013 0:00,4,3097259,10065961,8,19.11,78746,1,TRAVIS COUNTY
198046,2018251069,1/25/2018 0:00,,801 E WILLIAM CANNON DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,5114646: 2018251069,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 400 REG IV PATROL,7/8/2016 0:00,2,3105654,10042375,2,-,78745,1,TRAVIS COUNTY
198040,2018251361,1/25/2018 0:00,,3226 W SLAUGHTER LN,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459632401: 2018251361,F,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,3/23/2012 0:00,6,3082850,10038555,5,17.46,78748,1,TRAVIS COUNTY
198106,2018251361,1/25/2018 0:00,,3226 W SLAUGHTER LN,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459632401: 2018251361,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,12/22/2017 0:00,0,3082850,10038555,5,17.46,78748,1,TRAVIS COUNTY
198041,2018250718,1/25/2018 0:00,1250,1900 KRIZAN AVE,AD,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,203952601: 2018250718,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,EDWARD 200 REG II PATROL,11/13/2015 0:00,2,3130449,10127338,7,18.47,78727,1,TRAVIS COUNTY
198024,2018250086,1/25/2018 0:00,122,1500 RED RIVER ST,BA,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,25231893: 2018250086,M,W,N,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,ADAM 800 REG II PATROL,11/22/2002 0:00,15,3116901,10073857,1,7,78701,1,TRAVIS COUNTY
198047,2018251069,1/25/2018 0:00,2255,801 E WILLIAM CANNON DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,5114646: 2018251069,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 400 REG IV PATROL,6/23/2017 0:00,1,3105654,10042375,2,-,78745,1,TRAVIS COUNTY
198029,2018250050,1/25/2018 0:00,56,606 W 17TH ST,BA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459582340: 2018250050,M,I,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,12/22/2017 0:00,0,3113514,10075364,9,7,78701,1,TRAVIS COUNTY
198022,2018240807,1/24/2018 0:00,,5300 BLOCK S PLEASANT VALLEY RD,FR,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,459349027: 2018240807,M,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,1,MINOR INJURY,METRO TAC REGION 4,1/4/2008 0:00,10,3114198,10044364,2,24.11,78744,1,TRAVIS COUNTY
198030,2018240990,1/24/2018 0:00,,3811 E 12TH ST,CH,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,309724226: 2018240990,M,B,N,NO CONTRIBUTING CHARACTERISTICS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,CHARLIE 400 REG III PATROL,4/23/2010 0:00,8,3130796,10074307,1,-,78721,1,TRAVIS COUNTY
198048,2018240990,1/24/2018 0:00,,3811 E 12TH ST,CH,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,309724226: 2018240990,M,B,N,NO CONTRIBUTING CHARACTERISTICS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 400 REG III PATROL,10/7/2011 0:00,6,3130796,10074307,1,-,78721,1,TRAVIS COUNTY
198278,2018241195,1/24/2018 0:00,,2807 PARKER LN,HE,2-WARRANT SERVICE [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,203892581: 2018241195,F,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),CANINE - BITE,,,,,NO COMPLAINT OF INJURY/PAIN,K9 PATROL SPECIAL OPS,10/23/1998 0:00,19,3115378,10055701,3,23.07,78741,1,TRAVIS COUNTY
198039,20185002987,1/24/2018 0:00,,2241 S IH 35 SVRD NB,HE,3-TACTICAL OPERATION [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,314114972: 20185002987,M,W,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,STREET NARCOTICS TEAM 1 OCD,11/30/2012 0:00,5,3115513,10058348,9,-,78741,1,TRAVIS COUNTY
198027,2018240927,1/24/2018 0:00,1712,12989 N US 183 HWY SVRD NB,AD,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,7871115: 2018240927,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 500 REG II PATROL,7/8/2016 0:00,2,3102417,10132355,6,-,78729,2,WILLIAMSON COUNTY
198028,2018240927,1/24/2018 0:00,1712,12989 N US 183 HWY SVRD NB,AD,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,7871115: 2018240927,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 500 REG II PATROL,11/30/2012 0:00,5,3102417,10132355,6,-,78729,2,WILLIAMSON COUNTY
198025,2018241473,1/24/2018 0:00,2112,1711 RUTLAND DR,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,90445330: 2018241473,F,B,N,NO CONTRIBUTING CHARACTERISTICS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,9/5/2017 0:00,0,3123198,10109941,4,-,78758,1,TRAVIS COUNTY
198026,2018241473,1/24/2018 0:00,2112,1711 RUTLAND DR,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,90445330: 2018241473,F,B,N,NO CONTRIBUTING CHARACTERISTICS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,EDWARD 700 REG II PATROL,10/7/2011 0:00,6,3123198,10109941,4,-,78758,1,TRAVIS COUNTY
198032,2018240873,1/24/2018 0:00,1440,5403 CAMERON RD,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO DEFEND ANOTHER,3,135311194: 2018240873,F,W,N,NO CONTRIBUTING CHARACTERISTICS,DEADLY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 200 REG I PATROL,12/13/2013 0:00,4,3125528,10086931,4,-,78723,1,TRAVIS COUNTY
198031,2018240873,1/24/2018 0:00,1440,5403 CAMERON RD,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO DEFEND REPORTING OFFICER,3,436273528: 2018240873,M,W,H,NO CONTRIBUTING CHARACTERISTICS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 200 REG I PATROL,12/13/2013 0:00,4,3125528,10086931,4,-,78723,1,TRAVIS COUNTY
198017,2018240436,1/24/2018 0:00,912,8300 N IH 35 SVRD SB,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,384076090: 2018240436,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 200 REG II PATROL,11/13/2015 0:00,2,3128202,10099438,4,18.06,78753,1,TRAVIS COUNTY
198049,2018240436,1/24/2018 0:00,912,8300 N IH 35 SVRD SB,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,384076090: 2018240436,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 200 REG II PATROL,12/22/2017 0:00,0,3128202,10099438,4,18.06,78753,1,TRAVIS COUNTY
198050,2018240436,1/24/2018 0:00,912,8300 N IH 35 SVRD SB,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,384076090: 2018240436,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 200 REG II PATROL,1/4/2008 0:00,10,3128202,10099438,4,18.06,78753,1,TRAVIS COUNTY
197986,2018230066,1/23/2018 0:00,,2048 W STASSNEY LN,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,302407209: 2018230066,M,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,2,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,12/13/2013 0:00,4,3097087,10051826,5,-,78745,1,TRAVIS COUNTY
198005,2018230606,1/23/2018 0:00,,5446 W US 290 HWY SVRD WB,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,204148876: 2018230606,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,3,NO COMPLAINT OF INJURY/PAIN,DAVID 200 REG IV PATROL,6/23/2006 0:00,12,3083833,10058802,8,19.15,78735,1,TRAVIS COUNTY
198006,2018230765,1/23/2018 0:00,,2002 CORNELL ST,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,31523111: 2018230765,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,CHARLIE 200 REG III PATROL,12/22/2017 0:00,0,3122224,10071142,1,8.04,78702,1,TRAVIS COUNTY
198010,2018230796,1/23/2018 0:00,1401,1000 PAYTON GIN RD,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459369372: 2018230796,F,W,N,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 200 REG II PATROL,12/22/2017 0:00,0,3125582,10104533,4,-,78758,1,TRAVIS COUNTY
198011,2018230796,1/23/2018 0:00,1401,1000 PAYTON GIN RD,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459369372: 2018230796,F,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 200 REG II PATROL,12/22/2017 0:00,0,3125582,10104533,4,-,78758,1,TRAVIS COUNTY
198012,2018230796,1/23/2018 0:00,1401,1000 PAYTON GIN RD,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459369372: 2018230796,F,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 200 REG II PATROL,1/4/2008 0:00,10,3125582,10104533,4,-,78758,1,TRAVIS COUNTY
198019,2018230796,1/23/2018 0:00,1401,1000 PAYTON GIN RD,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459369372: 2018230796,F,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 200 REG II PATROL,7/13/2012 0:00,6,3125582,10104533,4,-,78758,1,TRAVIS COUNTY
198139,20186900001,1/23/2018 0:00,10,6103 AVERY ISLAND AVE,AD,3-TACTICAL OPERATION [non-MV Stop],OTHER (DOCUMENT IN SUPPLEMENT),3,459183386: 20186900001,M,W,N,NO CONTRIBUTING CHARACTERISTICS,PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,STREET NARCOTICS TEAM 1 OCD,1/2/2009 0:00,9,3111364,10131910,6,-,78727,1,TRAVIS COUNTY
198008,2018230765,1/23/2018 0:00,1328,2002 CORNELL ST,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,31523111: 2018230765,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,CHARLIE 200 REG III PATROL,4/27/2007 0:00,11,3122224,10071142,1,8.04,78702,1,TRAVIS COUNTY
198015,2018231199,1/23/2018 0:00,1809,2201 DEADWOOD DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459481721: 2018231199,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,11/13/2015 0:00,2,3111521,10045127,2,24.11,78744,1,TRAVIS COUNTY
198000,2018230041,1/23/2018 0:00,50,7308 CAMERON RD,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,77464586: 2018230041,M,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,7/8/2016 0:00,2,3130062,10093073,4,-,78752,1,TRAVIS COUNTY
198001,2018230041,1/23/2018 0:00,50,7308 CAMERON RD,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,77464586: 2018230041,M,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,4/23/2010 0:00,8,3130062,10093073,4,-,78752,1,TRAVIS COUNTY
198023,2018231199,1/23/2018 0:00,1838,2201 DEADWOOD DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459481721: 2018231199,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,10/30/2015 0:00,2,3111521,10045127,2,24.11,78744,1,TRAVIS COUNTY
198009,2018230765,1/23/2018 0:00,1322,2002 CORNELL ST,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,31523111: 2018230765,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 200 REG III PATROL,6/18/2004 0:00,14,3122224,10071142,1,8.04,78702,1,TRAVIS COUNTY
198103,2018230765,1/23/2018 0:00,1322,2002 CORNELL ST,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,31523111: 2018230765,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 200 REG III PATROL,4/27/2007 0:00,11,3122224,10071142,1,8.04,78702,1,TRAVIS COUNTY
